Date,Democrats,Republicans,ElecYear,ElecDay,DaysTilED,DemVote,RepVote
4/19/1970,46,30,1970,11/3/1970,198,53.6,44.9
5/26/1970,52,37,1970,11/3/1970,161,53.6,44.9
5/26/1970,45,32,1970,11/3/1970,161,53.6,44.9
6/9/1970,52,36,1970,11/3/1970,147,53.6,44.9
6/9/1970,46,33,1970,11/3/1970,147,53.6,44.9
6/23/1970,47,34,1970,11/3/1970,133,53.6,44.9
6/23/1970,52,38,1970,11/3/1970,133,53.6,44.9
7/14/1970,46,33,1970,11/3/1970,112,53.6,44.9
7/14/1970,51,37,1970,11/3/1970,112,53.6,44.9
8/2/1970,55,33,1970,11/3/1970,93,53.6,44.9
8/2/1970,49,28,1970,11/3/1970,93,53.6,44.9
9/1/1970,45,30,1970,11/3/1970,63,53.6,44.9
9/1/1970,52,35,1970,11/3/1970,63,53.6,44.9
9/14/1970,52,36,1970,11/3/1970,50,53.6,44.9
9/14/1970,46,33,1970,11/3/1970,50,53.6,44.9
9/28/1970,46,30,1970,11/3/1970,36,53.6,44.9
9/28/1970,52,35,1970,11/3/1970,36,53.6,44.9
10/14/1970,51,36,1970,11/3/1970,20,53.6,44.9
10/14/1970,54,39,1970,11/3/1970,20,53.6,44.9
10/25/1970,52,36,1970,11/3/1970,9,53.6,44.9
10/25/1970,45,31,1970,11/3/1970,9,53.6,44.9
10/31/1970,50,44,1970,11/3/1970,3,53.6,44.9
11/17/1970,54,36,1972,11/7/1972,721,52.1,46.5
11/17/1970,51,34,1972,11/7/1972,721,52.1,46.5
9/1/1972,46,41,1972,11/7/1972,67,52.1,46.5
9/25/1972,47,32,1972,11/7/1972,43,52.1,46.5
9/25/1972,51,38,1972,11/7/1972,43,52.1,46.5
10/5/1972,48,39,1972,11/7/1972,33,52.1,46.5
4/9/1973,51,29,1974,11/5/1974,575,57.5,40.7
4/23/1973,48,35,1974,11/5/1974,561,57.5,40.7
5/7/1973,51,28,1974,11/5/1974,547,57.5,40.7
6/18/1973,51,35,1974,11/5/1974,505,57.5,40.7
10/8/1973,59,31,1974,11/5/1974,393,57.5,40.7
10/8/1973,56,29,1974,11/5/1974,393,57.5,40.7
10/22/1973,52,23,1974,11/5/1974,379,57.5,40.7
10/22/1973,58,26,1974,11/5/1974,379,57.5,40.7
2/4/1974,58,29,1974,11/5/1974,274,57.5,40.7
5/13/1974,58,27,1974,11/5/1974,176,57.5,40.7
5/13/1974,52,24,1974,11/5/1974,176,57.5,40.7
6/3/1974,56,26,1974,11/5/1974,155,57.5,40.7
6/3/1974,49,23,1974,11/5/1974,155,57.5,40.7
8/5/1974,61,23,1974,11/5/1974,92,57.5,40.7
8/5/1974,55,20,1974,11/5/1974,92,57.5,40.7
8/19/1974,51,24,1974,11/5/1974,78,57.5,40.7
8/19/1974,56,28,1974,11/5/1974,78,57.5,40.7
9/9/1974,50,24,1974,11/5/1974,57,57.5,40.7
9/9/1974,57,29,1974,11/5/1974,57,57.5,40.7
9/30/1974,56,25,1974,11/5/1974,36,57.5,40.7
9/30/1974,50,21,1974,11/5/1974,36,57.5,40.7
6/28/1976,58,27,1976,11/2/1976,127,55.9,42.3
8/30/1976,58,32,1976,11/2/1976,64,55.9,42.3
10/30/1976,53,39,1976,11/2/1976,3,55.9,42.3
10/3/1977,52,23,1978,11/7/1978,400,53.7,44.8
10/17/1977,51,24,1978,11/7/1978,386,53.7,44.8
1/9/1978,51,24,1978,11/7/1978,302,53.7,44.8
1/23/1978,50,24,1978,11/7/1978,288,53.7,44.8
2/13/1978,45,24,1978,11/7/1978,267,53.7,44.8
2/27/1978,47,27,1978,11/7/1978,253,53.7,44.8
3/6/1978,49,23,1978,11/7/1978,246,53.7,44.8
4/17/1978,46,27,1978,11/7/1978,204,53.7,44.8
5/1/1978,56,29,1978,11/7/1978,190,53.7,44.8
5/1/1978,50,26,1978,11/7/1978,190,53.7,44.8
5/8/1978,53,24,1978,11/7/1978,183,53.7,44.8
5/8/1978,58,27,1978,11/7/1978,183,53.7,44.8
5/22/1978,49,27,1978,11/7/1978,169,53.7,44.8
6/5/1978,47,24,1978,11/7/1978,155,53.7,44.8
6/19/1978,49,29,1978,11/7/1978,141,53.7,44.8
7/10/1978,53,27,1978,11/7/1978,120,53.7,44.8
7/24/1978,47,25,1978,11/7/1978,106,53.7,44.8
8/7/1978,49,28,1978,11/7/1978,92,53.7,44.8
10/15/1978,55,45,1978,11/7/1978,23,53.7,44.8
10/17/1978,47,33,1978,11/7/1978,21,53.7,44.8
3/3/1980,50,30,1980,11/4/1980,246,50.5,47.9
6/16/1980,50,34,1980,11/4/1980,141,50.5,47.9
8/7/1980,39,39,1980,11/4/1980,89,50.5,47.9
8/7/1980,43,37,1980,11/4/1980,89,50.5,47.9
9/24/1980,42,39,1980,11/4/1980,41,50.5,47.9
10/20/1980,44,37,1980,11/4/1980,15,50.5,47.9
11/1/1980,52,36,1980,11/4/1980,3,50.5,47.9
5/19/1981,35,43,1982,11/2/1982,532,55.2,43.4
7/14/1981,36,44,1982,11/2/1982,476,55.2,43.4
1/11/1982,47,34,1982,11/2/1982,295,55.2,43.4
1/25/1982,36,51,1982,11/2/1982,281,55.2,43.4
2/8/1982,34,55,1982,11/2/1982,267,55.2,43.4
4/26/1982,47,30,1982,11/2/1982,190,55.2,43.4
5/3/1982,31,49,1982,11/2/1982,183,55.2,43.4
5/17/1982,50,29,1982,11/2/1982,169,55.2,43.4
6/14/1982,48,33,1982,11/2/1982,141,55.2,43.4
7/26/1982,50,30,1982,11/2/1982,99,55.2,43.4
8/2/1982,49,30,1982,11/2/1982,92,55.2,43.4
8/16/1982,29,47,1982,11/2/1982,78,55.2,43.4
8/30/1982,47,28,1982,11/2/1982,64,55.2,43.4
9/18/1982,48,33,1982,11/2/1982,45,55.2,43.4
10/28/1982,46,35,1982,11/2/1982,5,55.2,43.4
2/6/1984,57,38,1984,11/6/1984,274,52.1,47
2/6/1984,56,35,1984,11/6/1984,274,52.1,47
4/9/1984,55,45,1984,11/6/1984,211,52.1,47
9/11/1984,39,39,1984,11/6/1984,56,52.1,47
9/26/1984,44,33,1984,11/6/1984,41,52.1,47
10/1/1984,43,38,1984,11/6/1984,36,52.1,47
10/4/1984,39,34,1984,11/6/1984,33,52.1,47
10/12/1984,39,38,1984,11/6/1984,25,52.1,47
10/15/1984,39,36,1984,11/6/1984,22,52.1,47
10/17/1984,43,36,1984,11/6/1984,20,52.1,47
10/21/1984,44,48,1984,11/6/1984,16,52.1,47
10/21/1984,39,44,1984,11/6/1984,16,52.1,47
10/25/1984,43,37,1984,11/6/1984,12,52.1,47
10/25/1984,42,37,1984,11/6/1984,12,52.1,47
10/29/1984,44,40,1984,11/6/1984,8,52.1,47
11/2/1984,40,42,1984,11/6/1984,4,52.1,47
11/2/1984,42,48,1984,11/6/1984,4,52.1,47
11/3/1984,41,41,1984,11/6/1984,3,52.1,47
11/3/1984,43,46,1984,11/6/1984,3,52.1,47
11/4/1984,41,41,1984,11/6/1984,2,52.1,47
11/4/1984,45,47,1984,11/6/1984,2,52.1,47
11/4/1984,41,42,1984,11/6/1984,2,52.1,47
11/4/1984,44,46,1984,11/6/1984,2,52.1,47
11/4/1984,41,43,1984,11/6/1984,2,52.1,47
6/22/1985,47,44,1986,11/4/1986,500,54.3,44.4
10/14/1985,43,36,1986,11/4/1986,386,54.3,44.4
1/13/1986,50,43,1986,11/4/1986,295,54.3,44.4
1/23/1986,40,36,1986,11/4/1986,285,54.3,44.4
2/20/1986,44,32,1986,11/4/1986,257,54.3,44.4
4/10/1986,42,37,1986,11/4/1986,208,54.3,44.4
4/14/1986,45,38,1986,11/4/1986,204,54.3,44.4
6/16/1986,44,39,1986,11/4/1986,141,54.3,44.4
8/26/1986,39,38,1986,11/4/1986,70,54.3,44.4
9/17/1986,42,40,1986,11/4/1986,48,54.3,44.4
9/28/1986,49,33,1986,11/4/1986,37,54.3,44.4
10/1/1986,41,39,1986,11/4/1986,34,54.3,44.4
10/1/1986,45,44,1986,11/4/1986,34,54.3,44.4
10/14/1986,44,40,1986,11/4/1986,21,54.3,44.4
10/14/1986,48,47,1986,11/4/1986,21,54.3,44.4
10/23/1986,37,36,1986,11/4/1986,12,54.3,44.4
10/27/1986,44,35,1986,11/4/1986,8,54.3,44.4
10/28/1986,41,42,1986,11/4/1986,7,54.3,44.4
10/28/1986,45,47,1986,11/4/1986,7,54.3,44.4
10/29/1986,50,46,1986,11/4/1986,6,54.3,44.4
10/29/1986,49,45,1986,11/4/1986,6,54.3,44.4
5/15/1988,52,37,1988,11/8/1988,177,53.3,45.6
9/19/1988,49,36,1988,11/8/1988,50,53.3,45.6
10/10/1988,51,40,1988,11/8/1988,29,53.3,45.6
10/10/1988,48,37,1988,11/8/1988,29,53.3,45.6
10/10/1988,43,40,1988,11/8/1988,29,53.3,45.6
8/21/1989,46,38,1990,11/6/1990,442,52.1,44.3
8/21/1989,50,40,1990,11/6/1990,442,52.1,44.3
9/20/1989,39,37,1990,11/6/1990,412,52.1,44.3
4/2/1990,36,36,1990,11/6/1990,218,52.1,44.3
5/21/1990,45,43,1990,11/6/1990,169,52.1,44.3
5/21/1990,47,45,1990,11/6/1990,169,52.1,44.3
7/23/1990,51,39,1990,11/6/1990,106,52.1,44.3
8/12/1990,46,47,1990,11/6/1990,86,52.1,44.3
8/12/1990,44,39,1990,11/6/1990,86,52.1,44.3
8/19/1990,38,40,1990,11/6/1990,79,52.1,44.3
10/7/1990,39,37,1990,11/6/1990,30,52.1,44.3
10/10/1990,39,36,1990,11/6/1990,27,52.1,44.3
10/14/1990,48,39,1990,11/6/1990,23,52.1,44.3
10/14/1990,49,42,1990,11/6/1990,23,52.1,44.3
10/31/1990,45,38,1990,11/6/1990,6,52.1,44.3
11/4/1990,50,42,1990,11/6/1990,2,52.1,44.3
3/4/1991,38,47,1992,11/3/1992,610,50.1,45.1
7/28/1991,44,41,1992,11/3/1992,464,50.1,45.1
7/26/1992,50,39,1992,11/3/1992,100,50.1,45.1
8/14/1992,45,35,1992,11/3/1992,81,50.1,45.1
8/19/1992,45,35,1992,11/3/1992,76,50.1,45.1
8/20/1992,43,37,1992,11/3/1992,75,50.1,45.1
8/23/1992,45,41,1992,11/3/1992,72,50.1,45.1
8/23/1992,50,45,1992,11/3/1992,72,50.1,45.1
8/24/1992,44,33,1992,11/3/1992,71,50.1,45.1
9/2/1992,45,37,1992,11/3/1992,62,50.1,45.1
9/2/1992,51,41,1992,11/3/1992,62,50.1,45.1
9/13/1992,45,35,1992,11/3/1992,51,50.1,45.1
9/15/1992,50,42,1992,11/3/1992,49,50.1,45.1
9/15/1992,45,38,1992,11/3/1992,49,50.1,45.1
9/30/1992,52,39,1992,11/3/1992,34,50.1,45.1
9/30/1992,47,36,1992,11/3/1992,34,50.1,45.1
10/4/1992,44,38,1992,11/3/1992,30,50.1,45.1
10/5/1992,50,39,1992,11/3/1992,29,50.1,45.1
10/23/1992,44,36,1992,11/3/1992,11,50.1,45.1
10/25/1992,47,37,1992,11/3/1992,9,50.1,45.1
10/26/1992,50,40,1992,11/3/1992,8,50.1,45.1
10/26/1992,48,37,1992,11/3/1992,8,50.1,45.1
10/28/1992,47,33,1992,11/3/1992,6,50.1,45.1
10/30/1992,45,37,1992,11/3/1992,4,50.1,45.1
10/30/1992,45,35,1992,11/3/1992,4,50.1,45.1
11/1/1992,51,34,1992,11/3/1992,2,50.1,45.1
11/1/1992,48,36,1992,11/3/1992,2,50.1,45.1
11/1/1992,46,36,1992,11/3/1992,2,50.1,45.1
1/5/1993,52,37,1994,11/8/1994,672,44.8,51.9
5/4/1993,36,35,1994,11/8/1994,553,44.8,51.9
5/4/1993,42,41,1994,11/8/1994,553,44.8,51.9
6/16/1993,39,41,1994,11/8/1994,510,44.8,51.9
6/16/1993,34,34,1994,11/8/1994,510,44.8,51.9
6/21/1993,41,37,1994,11/8/1994,505,44.8,51.9
11/4/1993,49,44,1994,11/8/1994,369,44.8,51.9
11/30/1993,27,31,1994,11/8/1994,343,44.8,51.9
11/30/1993,33,37,1994,11/8/1994,343,44.8,51.9
12/7/1993,47,35,1994,11/8/1994,336,44.8,51.9
12/19/1993,42,42,1994,11/8/1994,324,44.8,51.9
12/19/1993,47,46,1994,11/8/1994,324,44.8,51.9
1/18/1994,42,35,1994,11/8/1994,294,44.8,51.9
2/27/1994,49,39,1994,11/8/1994,254,44.8,51.9
2/28/1994,46,47,1994,11/8/1994,253,44.8,51.9
2/28/1994,42,44,1994,11/8/1994,253,44.8,51.9
3/27/1994,50,34,1994,11/8/1994,226,44.8,51.9
3/27/1994,50,41,1994,11/8/1994,226,44.8,51.9
5/15/1994,44,39,1994,11/8/1994,177,44.8,51.9
6/2/1994,40,37,1994,11/8/1994,159,44.8,51.9
6/12/1994,50,42,1994,11/8/1994,149,44.8,51.9
6/12/1994,47,39,1994,11/8/1994,149,44.8,51.9
6/26/1994,44,39,1994,11/8/1994,135,44.8,51.9
7/17/1994,45,46,1994,11/8/1994,114,44.8,51.9
7/17/1994,41,43,1994,11/8/1994,114,44.8,51.9
7/26/1994,40,36,1994,11/8/1994,105,44.8,51.9
7/26/1994,44,42,1994,11/8/1994,105,44.8,51.9
8/4/1994,40,39,1994,11/8/1994,96,44.8,51.9
8/7/1994,45,39,1994,11/8/1994,93,44.8,51.9
8/7/1994,49,42,1994,11/8/1994,93,44.8,51.9
8/9/1994,43,40,1994,11/8/1994,91,44.8,51.9
8/9/1994,47,43,1994,11/8/1994,91,44.8,51.9
8/16/1994,44,46,1994,11/8/1994,84,44.8,51.9
8/16/1994,39,42,1994,11/8/1994,84,44.8,51.9
8/18/1994,42,34,1994,11/8/1994,82,44.8,51.9
8/18/1994,35,36,1994,11/8/1994,82,44.8,51.9
8/18/1994,39,39,1994,11/8/1994,82,44.8,51.9
9/1/1994,38,40,1994,11/8/1994,68,44.8,51.9
9/7/1994,46,48,1994,11/8/1994,62,44.8,51.9
9/7/1994,41,44,1994,11/8/1994,62,44.8,51.9
9/11/1994,50,44,1994,11/8/1994,58,44.8,51.9
9/11/1994,39,37,1994,11/8/1994,58,44.8,51.9
9/11/1994,48,41,1994,11/8/1994,58,44.8,51.9
9/22/1994,37,42,1994,11/8/1994,47,44.8,51.9
9/25/1994,45,48,1994,11/8/1994,44,44.8,51.9
9/25/1994,42,45,1994,11/8/1994,44,44.8,51.9
10/9/1994,44,47,1994,11/8/1994,30,44.8,51.9
10/9/1994,46,48,1994,11/8/1994,30,44.8,51.9
10/9/1994,44,43,1994,11/8/1994,30,44.8,51.9
10/11/1994,38,37,1994,11/8/1994,28,44.8,51.9
10/12/1994,35,41,1994,11/8/1994,27,44.8,51.9
10/18/1994,42,38,1994,11/8/1994,21,44.8,51.9
10/19/1994,46,47,1994,11/8/1994,20,44.8,51.9
10/19/1994,40,45,1994,11/8/1994,20,44.8,51.9
10/23/1994,48,41,1994,11/8/1994,16,44.8,51.9
10/23/1994,35,39,1994,11/8/1994,16,44.8,51.9
10/23/1994,51,45,1994,11/8/1994,16,44.8,51.9
10/23/1994,40,44,1994,11/8/1994,16,44.8,51.9
10/24/1994,45,46,1994,11/8/1994,15,44.8,51.9
10/24/1994,39,40,1994,11/8/1994,15,44.8,51.9
10/25/1994,49,45,1994,11/8/1994,14,44.8,51.9
10/25/1994,45,41,1994,11/8/1994,14,44.8,51.9
10/26/1994,41,35,1994,11/8/1994,13,44.8,51.9
10/28/1994,44,46,1994,11/8/1994,11,44.8,51.9
10/30/1994,44,42,1994,11/8/1994,9,44.8,51.9
10/31/1994,47,45,1994,11/8/1994,8,44.8,51.9
10/31/1994,41,39,1994,11/8/1994,8,44.8,51.9
11/1/1994,41,46,1994,11/8/1994,7,44.8,51.9
11/1/1994,45,49,1994,11/8/1994,7,44.8,51.9
11/6/1994,42,38,1994,11/8/1994,2,44.8,51.9
11/6/1994,47,44,1994,11/8/1994,2,44.8,51.9
11/6/1994,47,42,1994,11/8/1994,2,44.8,51.9
11/6/1994,43,41,1994,11/8/1994,2,44.8,51.9
4/4/1995,34,38,1996,11/5/1996,581,48.2,48.2
4/4/1995,38,43,1996,11/5/1996,581,48.2,48.2
7/9/1995,46,46,1996,11/5/1996,485,48.2,48.2
7/9/1995,41,43,1996,11/5/1996,485,48.2,48.2
8/30/1995,44,45,1996,11/5/1996,433,48.2,48.2
8/30/1995,39,41,1996,11/5/1996,433,48.2,48.2
10/1/1995,50,43,1996,11/5/1996,401,48.2,48.2
10/1/1995,47,41,1996,11/5/1996,401,48.2,48.2
10/24/1995,42,43,1996,11/5/1996,378,48.2,48.2
10/25/1995,43,43,1996,11/5/1996,377,48.2,48.2
11/6/1995,41,37,1996,11/5/1996,365,48.2,48.2
11/6/1995,45,41,1996,11/5/1996,365,48.2,48.2
11/8/1995,49,44,1996,11/5/1996,363,48.2,48.2
11/8/1995,45,40,1996,11/5/1996,363,48.2,48.2
11/13/1995,46,38,1996,11/5/1996,358,48.2,48.2
11/13/1995,50,41,1996,11/5/1996,358,48.2,48.2
11/14/1995,49,44,1996,11/5/1996,357,48.2,48.2
11/14/1995,46,41,1996,11/5/1996,357,48.2,48.2
11/18/1995,50,39,1996,11/5/1996,353,48.2,48.2
11/18/1995,45,36,1996,11/5/1996,353,48.2,48.2
11/19/1995,42,38,1996,11/5/1996,352,48.2,48.2
12/11/1995,44,41,1996,11/5/1996,330,48.2,48.2
12/17/1995,44,35,1996,11/5/1996,324,48.2,48.2
12/18/1995,49,42,1996,11/5/1996,323,48.2,48.2
12/18/1995,46,40,1996,11/5/1996,323,48.2,48.2
1/3/1996,41,43,1996,11/5/1996,307,48.2,48.2
1/7/1996,44,46,1996,11/5/1996,303,48.2,48.2
1/7/1996,40,43,1996,11/5/1996,303,48.2,48.2
1/10/1996,44,40,1996,11/5/1996,300,48.2,48.2
1/14/1996,47,46,1996,11/5/1996,296,48.2,48.2
1/14/1996,42,40,1996,11/5/1996,296,48.2,48.2
1/15/1996,42,43,1996,11/5/1996,295,48.2,48.2
1/15/1996,47,46,1996,11/5/1996,295,48.2,48.2
1/19/1996,42,41,1996,11/5/1996,291,48.2,48.2
1/19/1996,47,44,1996,11/5/1996,291,48.2,48.2
1/20/1996,45,40,1996,11/5/1996,290,48.2,48.2
1/21/1996,46,38,1996,11/5/1996,289,48.2,48.2
1/21/1996,51,41,1996,11/5/1996,289,48.2,48.2
1/29/1996,42,41,1996,11/5/1996,281,48.2,48.2
1/29/1996,39,39,1996,11/5/1996,281,48.2,48.2
2/24/1996,42,42,1996,11/5/1996,255,48.2,48.2
2/25/1996,49,45,1996,11/5/1996,254,48.2,48.2
2/25/1996,44,43,1996,11/5/1996,254,48.2,48.2
3/10/1996,51,43,1996,11/5/1996,240,48.2,48.2
3/10/1996,47,40,1996,11/5/1996,240,48.2,48.2
3/17/1996,46,44,1996,11/5/1996,233,48.2,48.2
3/17/1996,49,46,1996,11/5/1996,233,48.2,48.2
3/31/1996,46,38,1996,11/5/1996,219,48.2,48.2
3/31/1996,49,44,1996,11/5/1996,219,48.2,48.2
4/2/1996,44,39,1996,11/5/1996,217,48.2,48.2
4/10/1996,45,41,1996,11/5/1996,209,48.2,48.2
4/10/1996,50,45,1996,11/5/1996,209,48.2,48.2
4/16/1996,50,43,1996,11/5/1996,203,48.2,48.2
5/9/1996,46,39,1996,11/5/1996,180,48.2,48.2
5/9/1996,37,35,1996,11/5/1996,180,48.2,48.2
5/12/1996,51,44,1996,11/5/1996,177,48.2,48.2
5/12/1996,48,41,1996,11/5/1996,177,48.2,48.2
5/22/1996,47,39,1996,11/5/1996,167,48.2,48.2
5/22/1996,50,42,1996,11/5/1996,167,48.2,48.2
5/29/1996,48,46,1996,11/5/1996,160,48.2,48.2
5/29/1996,43,42,1996,11/5/1996,160,48.2,48.2
6/3/1996,45,38,1996,11/5/1996,155,48.2,48.2
6/9/1996,50,44,1996,11/5/1996,149,48.2,48.2
6/9/1996,44,37,1996,11/5/1996,149,48.2,48.2
6/13/1996,46,44,1996,11/5/1996,145,48.2,48.2
6/13/1996,42,41,1996,11/5/1996,145,48.2,48.2
6/19/1996,50,43,1996,11/5/1996,139,48.2,48.2
6/19/1996,46,39,1996,11/5/1996,139,48.2,48.2
6/23/1996,45,39,1996,11/5/1996,135,48.2,48.2
6/30/1996,50,43,1996,11/5/1996,128,48.2,48.2
6/30/1996,47,40,1996,11/5/1996,128,48.2,48.2
7/11/1996,48,41,1996,11/5/1996,117,48.2,48.2
7/13/1996,44,41,1996,11/5/1996,115,48.2,48.2
7/21/1996,48,42,1996,11/5/1996,107,48.2,48.2
7/21/1996,44,39,1996,11/5/1996,107,48.2,48.2
7/28/1996,47,46,1996,11/5/1996,100,48.2,48.2
7/28/1996,42,38,1996,11/5/1996,100,48.2,48.2
7/30/1996,49,41,1996,11/5/1996,98,48.2,48.2
8/3/1996,51,41,1996,11/5/1996,94,48.2,48.2
8/3/1996,49,40,1996,11/5/1996,94,48.2,48.2
8/4/1996,46,42,1996,11/5/1996,93,48.2,48.2
8/4/1996,49,44,1996,11/5/1996,93,48.2,48.2
8/5/1996,49,43,1996,11/5/1996,92,48.2,48.2
8/5/1996,46,41,1996,11/5/1996,92,48.2,48.2
8/5/1996,46,39,1996,11/5/1996,92,48.2,48.2
8/5/1996,49,44,1996,11/5/1996,92,48.2,48.2
8/5/1996,46,41,1996,11/5/1996,92,48.2,48.2
8/6/1996,47,43,1996,11/5/1996,91,48.2,48.2
8/7/1996,43,41,1996,11/5/1996,90,48.2,48.2
8/7/1996,48,44,1996,11/5/1996,90,48.2,48.2
8/8/1996,51,39,1996,11/5/1996,89,48.2,48.2
8/8/1996,45,35,1996,11/5/1996,89,48.2,48.2
8/9/1996,44,47,1996,11/5/1996,88,48.2,48.2
8/9/1996,37,42,1996,11/5/1996,88,48.2,48.2
8/10/1996,46,38,1996,11/5/1996,87,48.2,48.2
8/10/1996,49,40,1996,11/5/1996,87,48.2,48.2
8/11/1996,49,40,1996,11/5/1996,86,48.2,48.2
8/11/1996,45,38,1996,11/5/1996,86,48.2,48.2
8/12/1996,49,42,1996,11/5/1996,85,48.2,48.2
8/12/1996,46,39,1996,11/5/1996,85,48.2,48.2
8/13/1996,43,38,1996,11/5/1996,84,48.2,48.2
8/13/1996,44,41,1996,11/5/1996,84,48.2,48.2
8/13/1996,49,43,1996,11/5/1996,84,48.2,48.2
8/14/1996,44,40,1996,11/5/1996,83,48.2,48.2
8/14/1996,41,38,1996,11/5/1996,83,48.2,48.2
8/14/1996,48,42,1996,11/5/1996,83,48.2,48.2
8/15/1996,44,40,1996,11/5/1996,82,48.2,48.2
8/15/1996,46,43,1996,11/5/1996,82,48.2,48.2
8/18/1996,43,41,1996,11/5/1996,79,48.2,48.2
8/18/1996,49,45,1996,11/5/1996,79,48.2,48.2
8/18/1996,45,46,1996,11/5/1996,79,48.2,48.2
8/18/1996,43,43,1996,11/5/1996,79,48.2,48.2
8/19/1996,49,42,1996,11/5/1996,78,48.2,48.2
8/19/1996,45,40,1996,11/5/1996,78,48.2,48.2
8/24/1996,43,40,1996,11/5/1996,73,48.2,48.2
8/24/1996,47,43,1996,11/5/1996,73,48.2,48.2
8/25/1996,44,40,1996,11/5/1996,72,48.2,48.2
8/25/1996,48,43,1996,11/5/1996,72,48.2,48.2
8/26/1996,51,41,1996,11/5/1996,71,48.2,48.2
8/26/1996,46,38,1996,11/5/1996,71,48.2,48.2
8/27/1996,47,38,1996,11/5/1996,70,48.2,48.2
8/27/1996,45,36,1996,11/5/1996,70,48.2,48.2
8/27/1996,51,41,1996,11/5/1996,70,48.2,48.2
8/28/1996,51,40,1996,11/5/1996,69,48.2,48.2
8/28/1996,47,37,1996,11/5/1996,69,48.2,48.2
8/28/1996,45,36,1996,11/5/1996,69,48.2,48.2
8/29/1996,49,36,1996,11/5/1996,68,48.2,48.2
8/29/1996,53,39,1996,11/5/1996,68,48.2,48.2
9/4/1996,45,42,1996,11/5/1996,62,48.2,48.2
9/4/1996,44,40,1996,11/5/1996,62,48.2,48.2
9/4/1996,48,44,1996,11/5/1996,62,48.2,48.2
9/5/1996,48,42,1996,11/5/1996,61,48.2,48.2
9/6/1996,46,39,1996,11/5/1996,60,48.2,48.2
9/6/1996,49,42,1996,11/5/1996,60,48.2,48.2
9/7/1996,50,40,1996,11/5/1996,59,48.2,48.2
9/7/1996,46,36,1996,11/5/1996,59,48.2,48.2
9/8/1996,40,37,1996,11/5/1996,58,48.2,48.2
9/8/1996,51,43,1996,11/5/1996,58,48.2,48.2
9/8/1996,46,36,1996,11/5/1996,58,48.2,48.2
9/8/1996,50,40,1996,11/5/1996,58,48.2,48.2
9/8/1996,45,39,1996,11/5/1996,58,48.2,48.2
9/9/1996,43,35,1996,11/5/1996,57,48.2,48.2
9/9/1996,51,39,1996,11/5/1996,57,48.2,48.2
9/9/1996,46,36,1996,11/5/1996,57,48.2,48.2
9/10/1996,48,43,1996,11/5/1996,56,48.2,48.2
9/10/1996,44,39,1996,11/5/1996,56,48.2,48.2
9/10/1996,50,40,1996,11/5/1996,56,48.2,48.2
9/10/1996,40,37,1996,11/5/1996,56,48.2,48.2
9/11/1996,39,40,1996,11/5/1996,55,48.2,48.2
9/12/1996,38,41,1996,11/5/1996,54,48.2,48.2
9/13/1996,51,41,1996,11/5/1996,53,48.2,48.2
9/13/1996,47,39,1996,11/5/1996,53,48.2,48.2
9/14/1996,47,40,1996,11/5/1996,52,48.2,48.2
9/14/1996,51,42,1996,11/5/1996,52,48.2,48.2
9/15/1996,38,43,1996,11/5/1996,51,48.2,48.2
9/15/1996,51,42,1996,11/5/1996,51,48.2,48.2
9/15/1996,49,45,1996,11/5/1996,51,48.2,48.2
9/15/1996,48,40,1996,11/5/1996,51,48.2,48.2
9/16/1996,51,43,1996,11/5/1996,50,48.2,48.2
9/16/1996,39,42,1996,11/5/1996,50,48.2,48.2
9/16/1996,47,41,1996,11/5/1996,50,48.2,48.2
9/17/1996,53,41,1996,11/5/1996,49,48.2,48.2
9/17/1996,38,42,1996,11/5/1996,49,48.2,48.2
9/17/1996,50,40,1996,11/5/1996,49,48.2,48.2
9/18/1996,38,42,1996,11/5/1996,48,48.2,48.2
9/19/1996,38,40,1996,11/5/1996,47,48.2,48.2
9/20/1996,48,43,1996,11/5/1996,46,48.2,48.2
9/20/1996,46,40,1996,11/5/1996,46,48.2,48.2
9/21/1996,49,44,1996,11/5/1996,45,48.2,48.2
9/21/1996,44,42,1996,11/5/1996,45,48.2,48.2
9/22/1996,42,42,1996,11/5/1996,44,48.2,48.2
9/22/1996,47,45,1996,11/5/1996,44,48.2,48.2
9/22/1996,38,42,1996,11/5/1996,44,48.2,48.2
9/22/1996,50,43,1996,11/5/1996,44,48.2,48.2
9/23/1996,39,40,1996,11/5/1996,43,48.2,48.2
9/23/1996,41,41,1996,11/5/1996,43,48.2,48.2
9/23/1996,47,45,1996,11/5/1996,43,48.2,48.2
9/24/1996,40,40,1996,11/5/1996,42,48.2,48.2
9/24/1996,40,39,1996,11/5/1996,42,48.2,48.2
9/24/1996,47,43,1996,11/5/1996,42,48.2,48.2
9/25/1996,40,39,1996,11/5/1996,41,48.2,48.2
9/26/1996,41,39,1996,11/5/1996,40,48.2,48.2
9/29/1996,48,41,1996,11/5/1996,37,48.2,48.2
9/29/1996,43,39,1996,11/5/1996,37,48.2,48.2
9/29/1996,49,43,1996,11/5/1996,37,48.2,48.2
9/29/1996,41,40,1996,11/5/1996,37,48.2,48.2
9/30/1996,42,38,1996,11/5/1996,36,48.2,48.2
10/1/1996,42,39,1996,11/5/1996,35,48.2,48.2
10/1/1996,50,42,1996,11/5/1996,35,48.2,48.2
10/1/1996,46,37,1996,11/5/1996,35,48.2,48.2
